id,species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g
139,0,1,-0.783116061195706,0.38476462215889046,-0.5765974391136607,0.025358050336409692
181,2,0,1.0685084095541917,-0.9454050951892047,1.3115282711189449,1.5993847784252906
208,2,0,-0.04606166021759219,-1.6616503276074106,0.4723612887933424,0.08589753987828973
148,0,1,-1.448262715736932,0.333604248414734,-0.43673627539272697,-0.9432737823336709
142,0,1,-2.149363243496602,-0.8430843477008899,-0.9262503484159951,-1.427589698668711
200,2,0,0.15168464248385352,-1.9686125700723556,0.8220141980956768,1.0545293725483702
258,2,0,-0.4235773290112598,-1.2523673376541506,0.6122224525142761,0.57021345621333
143,0,1,-0.6033466951034829,-0.07567874153852674,-0.7863891846950614,-0.6103065898533306
254,2,0,0.5651541844959675,-0.8430843477008899,0.9618753618166105,0.9031806486936702
35,0,1,-0.8730007442418176,2.0218965819719332,-0.3668056935322601,-0.09572092874735037
149,0,1,-1.124677856770931,0.487085369647207,-0.5765974391136607,-0.5800368450823906
65,0,0,-0.44155426562048233,0.43592499590304873,-0.6465280209741275,-0.3378788869148705
206,2,0,0.4393156282314108,-1.4058484588866227,1.1017365255375442,0.8123714143808501
118,0,2,-1.5021935255645986,-0.07567874153852674,-0.8563197665555282,-1.0643527614174308
264,2,0,-0.09999247004525862,-0.996565468933363,0.8220141980956768,0.5096739666714499
60,0,0,-1.5021935255645986,-0.12683911528268502,-1.1360420939973956,-1.306510719584951
41,0,1,-0.5853697584942616,0.6405664908796782,-0.43673627539272697,-0.39841837645675054
129,0,2,0.007869149610075519,0.43592499590304873,0.6122224525142761,-0.27733939737299046
72,0,2,-0.8010929978049286,0.026642005949787995,-0.3668056935322601,-0.8221948032499108
58,0,0,-1.3583780326908206,-0.2803202365151562,-1.4157644214392633,-1.6697476568362313
249,2,0,0.5112233746682998,-1.3035277113983081,1.4513894348398786,0.7821016696099101
114,0,0,-0.8010929978049286,1.8172550869953021,-0.7164586028345945,-0.39841837645675054
46,0,1,-0.5314389486665939,0.9475287333446242,-1.3458338395787963,-0.9735435271046109
33,0,1,-0.567392821885039,0.8963683596004659,-1.2059726758578626,-0.39841837645675054
246,2,0,0.07977689604696452,-1.2523673376541506,0.8919447799561436,0.7518319248389701
274,2,0,0.20561545231152123,-1.2012069639099925,0.7520836162352099,1.1756083516321303
94,0,1,-1.412308842518487,0.07780237969394627,-0.9961809302764619,-1.124892250959311
310,1,1,1.0145775997265254,0.7428872383679948,-0.43673627539272697,-0.7616553137080307
49,0,1,-0.3157157093559269,2.07305695571609,-0.7164586028345945,-0.09572092874735037
163,2,0,0.8887390434619686,-0.536122105235944,1.0318059436770775,1.5993847784252906
90,0,1,-1.5021935255645986,0.43592499590304873,0.05277779763054115,-0.8221948032499108
329,1,1,1.1943469658187484,1.3056513495537267,0.12270837949100802,-0.21679990783111044
288,1,1,0.5292003112775223,0.07780237969394627,-1.1360420939973956,-0.6405763346242707
140,0,1,-0.6932313781495945,-0.024518367794368463,-0.5765974391136607,-1.0038132718755508
153,2,0,1.0685084095541917,-0.43380135774762923,2.0108340897236134,1.7810032470509307
23,0,0,-1.0527701103340408,0.487085369647207,-1.1360420939973956,-0.3378788869148705
238,2,0,-0.11796940665448119,-1.4058484588866227,1.1716671073980112,0.44913447712956994
134,0,1,-1.0707470469432634,0.23128350092641928,-0.9961809302764619,-0.9735435271046109
253,2,0,2.129147669498308,-0.07567874153852674,1.87097292600268,1.6599242679671706
236,2,0,0.15168464248385352,-1.7128107013515679,0.7520836162352099,0.63075294575521
202,2,0,0.45729256484063335,-1.5081692063749383,0.6122224525142761,0.7518319248389701
62,0,0,-1.160631729989375,-0.07567874153852674,-1.1360420939973956,-0.7616553137080307
105,0,0,-0.783116061195706,0.8963683596004659,-1.2059726758578626,-0.8221948032499108
103,0,0,-1.124677856770931,1.4591324707861997,-0.7863891846950614,0.025358050336409692
66,0,0,-1.5381473987830436,-0.4849617314917875,-0.43673627539272697,-1.0643527614174308
165,2,0,0.7808774238066345,-1.3035277113983081,0.8220141980956768,1.9626217156765708
7,0,2,-0.8730007442418176,1.2544909758095701,-0.43673627539272697,0.53994371144239
147,0,1,-1.340401096081598,0.6405664908796782,-1.2059726758578626,-0.9130040375627309
45,0,1,-0.8010929978049286,0.8452079858563095,-0.7863891846950614,0.44913447712956994
123,0,2,-0.47750813883892745,0.6917268646238365,0.05277779763054115,-0.42868812122769057
316,1,1,0.8887390434619686,1.203330602065412,0.6122224525142761,-0.3378788869148705
125,0,2,-0.6213236317127054,0.9475287333446242,-0.15701394795085946,-0.27733939737299046
159,2,0,0.4752695014498559,-0.9454050951892047,1.241597689258478,1.1756083516321303
34,0,1,-1.3763549693000432,-0.07567874153852674,-0.43673627539272697,-1.094622506188371
339,1,1,2.1111707328890854,1.356811723297885,0.4024307069328755,-0.27733939737299046
313,1,1,1.428047141738638,1.8172550869953021,0.6122224525142761,0.6912924352970901
160,2,0,-0.13594634326370375,-1.9174521963281983,0.5422918706538092,0.2069765189620498
96,0,1,-1.0707470469432634,0.7428872383679948,-0.7863891846950614,-0.6405763346242707
51,0,0,-0.7112083147588171,0.8963683596004659,-0.9262503484159951,0.08589753987828973
261,2,0,0.7269466139789681,-1.0477258426775202,0.5422918706538092,1.5388452888834105
247,2,0,1.2123239024279697,-0.7407636002125753,1.731111762281746,1.1756083516321303
48,0,1,-1.448262715736932,0.38476462215889046,-0.7863891846950614,-0.9432737823336709
211,2,0,1.1404161559910808,-0.9454050951892047,1.5912505985608123,1.5993847784252906
230,2,0,0.20561545231152123,-1.7128107013515679,0.9618753618166105,0.63075294575521
68,0,2,-1.4662396523461547,-0.2803202365151562,-0.7863891846950614,-1.427589698668711
115,0,0,-0.2438079629190366,0.5894061171355217,-0.3668056935322601,-0.18653016306017042
185,2,0,2.794294324039534,-0.07567874153852674,2.0108340897236134,2.204779673844091
95,0,1,-0.5853697584942616,0.8963683596004659,0.4723612887933424,0.08589753987828973
340,1,1,-0.09999247004525862,0.487085369647207,0.05277779763054115,-1.0038132718755508
216,2,0,0.3134770719668541,-1.5081692063749383,1.241597689258478,0.57021345621333
336,1,1,1.4100702051294154,1.203330602065412,0.3325001250724086,-0.3378788869148705
100,0,0,-1.6280320818291554,0.38476462215889046,-0.6465280209741275,-0.6103065898533306
269,2,0,0.8527851702435235,-0.4849617314917875,1.4513894348398786,2.1442401843022107
40,0,1,-1.3583780326908206,0.43592499590304873,-1.3458338395787963,-1.306510719584951
14,0,2,-1.6999398282660443,2.0218965819719332,-0.22694452981132635,0.2069765189620498
12,0,2,-0.5314389486665939,0.23128350092641928,-1.3458338395787963,-1.245971230043071
248,2,0,0.9606467898988577,-0.689603226468417,1.0318059436770775,0.8426411591517902
279,1,1,0.24156932552996507,0.7940476121121512,-0.9262503484159951,-0.8524645480208508
334,1,1,1.104462282772637,0.8452079858563095,0.05277779763054115,-0.5194973555405106
70,0,2,-1.89768613096749,0.9475287333446242,-0.7863891846950614,-0.7616553137080307
39,0,1,-0.7651391245864847,0.9986891070887824,-1.2059726758578626,0.5096739666714499
98,0,1,-1.969593877404379,-0.536122105235944,-1.6255561670206637,-1.6092081672943512
77,0,2,-1.2325394764262638,1.1521702283212536,-1.2059726758578626,-0.39841837645675054
